3,Joe Biden's past 24 hours could not have gone more perfectly,"After a decidedly rocky run-up to the official announcement of his presidential candidacy, Joe Biden has to be happy with where he finds himself in the race today -- particularly after a 24-hour run that simply could not have gone any better for him.",CNN
3,"Dems hope it's not 'the economy, stupid' in Trump era","Julian Zelizer writes that history shows that the thriving economy should make President Trump feel good about his chances of winning a second term, but Democrats are betting that even if the economic numbers hold, the president is extremely vulnerable. His a…",CNN
13,Five questions for US attorney general,Attorney General William Barr faces a grilling on the Mueller report as he returns to Capitol Hill.,BBC News
3,Libya ‘war crimes’ videos shared online,BBC Arabic found videos of bodies being desecrated by fighters loyal to strongman Khalifa Haftar.,BBC News
15,US cop guilty of murdering Australian,Mohamed Noor shot Justine Damond as she approached his patrol car to report a possible rape.,BBC News
13,US: Maduro aides agreed he had to go,The US suggests loyalists of the Venezuelan president backtracked on a promise to oust him.,BBC News
2,US campus protest over frat 'rape attic',Dozens of Swarthmore College students have occupied a fraternity since Saturday over claims of abuse.,BBC News
3,Baby orangutans rescued from pet trade,"As Indonesian orangutans come into closer contact with humans, they are at increasing risk of capture.",BBC News
3,Naruhito becomes Japan's new emperor,Emperor Naruhito formally takes up the Chrysanthemum throne a day after his father's abdication.,BBC News
10,Is plant burger firm really worth $1.5bn?,The BBC gives Beyond Meat's key product - its vegan burger - a try ahead of its stock market listing.,BBC News
10,Facebook boss reveals changes to apps,"Mark Zuckerberg announced changes to Instagram, WhatsApp and Facebook at a speech in San Francisco",BBC News
3,China sentences second Canadian to death,Fan Wei is the second Canadian to be given the death penalty in China amid a diplomatic row.,BBC News
8,"Yanks' Sabathia records 3,000th career strikeout","CC Sabathia added another milestone to his Hall of Fame resume Tuesday night when he recorded his 3,000th career strikeout. He reached the milestone by striking out the side in the bottom of the second inning.",ESPN
9,Cubs to option Russell to Triple-A when ban over,"Citing baseball reasons, Cubs president Theo Epstein said the team will option Addison Russell to Triple-A Iowa when he's eligible to return from his 40-game suspension for violating the league's domestic violence policy on Thursday.",ESPN
10,USAG cuts ties with brand-new medical director,"USA Gymnastics has reversed course once again, severing ties with Edward Nyman just one day after naming him director of sports medicine and science. The governing body cited a ""conflict of interest"" for the decision.",ESPN
10,Ex-PSU president Spanier's conviction overturned,"A federal judge has thrown out former Penn State president Graham Spanier's child-endangerment conviction, less than a day before he was due to turn himself in to jail.",ESPN
4,Tiger video supports cancer fight of golfer's friend,"On the day before the start of the Masters, Tiger Woods shot a 17-second video for a friend of PGA Tour pro Harold Varner III who is battling colon cancer.",ESPN
17,Law: Ranking the top 50 2019 MLB draft prospects,Hitters still rule our updated list of best players available in this draft. Which bats will teams be trying to land in June?,ESPN
10,Dark Devotion - Release Trailer (PC) - IGN.com,"Explore the secrets of a mysterious fallen temple and put your Templar faith to the test in Dark Devotion, where no sacrifice is too great in praise of your God.",IGN
9,Mortal Kombat 11 - Xavier Woods VS Zelina Vega - Esports Showdown! - IGN.com,WWE Superstars Xavier Woods and Zelina Vega head to the virtual plane for a best of 3 fight in Mortal Kombat 11. Who will be victorious and head to the championships?!,IGN
10,"Daily Deals: Apple iPhone X with AirPods 2 and Apple Watch for $1K, New 2019 MSI GTX 1660 Ti Laptop with 32GB RAM for $1499 - IGN","Pichu and Pokemon Trainer Amiibo Back in Stock, 17% off Mortal Kombat 11, Xbox One X From $359.99, 55&quot; Samsung 4K Smart TV for $399, and More.",IGN
4,Daily Win: Free Switch Game - Enter for a Chance to Win SteamWorld Quest for Nintendo Switch - IGN,Every day we're giving away a new game to one lucky winner. Enter today for a chance to win SteamWorld Quest: Hand of Gilgamech.,IGN
4,How Gotham Finally Got Its Joker in Time for the Series Finale - IGN,Here's how the Clown Prince of Crime wound up with the last laugh on Gotham.,IGN
4,Critters Attack! Exclusive Trailer Debut - IGN.com,"Dee Wallace (E.T. the Extra-Terrestrial), who starred in the original Critters as Helen Brown, will sink her teeth into the franchise for a second time in the mysterious role of Aunt Dee. Inspired by the film series from the '80s and '90s, Critters follows 20…",IGN
9,Mortal Kombat 11 - Kofi Kingston VS Aleister Black - Esports Showdown! - IGN.com,WWE Champion Kofi Kingston takes on the ever intimidating Aleister Black in a best of 3 fight in the virtual ring of Mortal Kombat 11. FINISH HIM!,IGN
9,Greg World Order!! - Greg Miller TAKES OVER the IGN Esports Showdown! - IGN.com,"After being declared ACTING General Manager of the IGN Esports Showdown, Greg Miller takes over and flips the rules of the Showdown on it's head.",IGN
17,Deal Alert: Mortal Kombat 11 is Already on Sale for Almost 20% Off - IGN,"Don't pass up Mortal Kombat 11 while these $10 off sales are happening. PS4, Switch, and Xbox One included.",IGN
17,The 25 Best PC Games to Play Right Now - IGN,"IGN's picks for the 25 best modern PC games to play right now, updated for Spring 2019.",IGN
10,AWS opens up its managed blockchain as a service to everybody,"After announcing that they were launching a managed blockchain service late last year, Amazon Web Services is now opening that service up for general availability. It was only about five months ago that AWS chief executive Andy Jassy announced that the compan…",TechCrunch
16,SoftBank Vision Fund says its team will balloon to a whopping 800 people by late next year,"SoftBank Vision Fund has its pedal to the metal in more ways than one. On stage at the Milken Institute Global Conference yesterday, the CEO of SoftBank Investment Advisors, Rajeev Misra, reportedly disclosed plans to double the size of the investment arm fro…",TechCrunch
16,SoftBank makes a huge bet on Latin America,"Rappi, an on-demand delivery startup, is raising $1 billion from the Japanese telecom giant.",TechCrunch
10,YouTube sets a goal of having half of trending videos coming from its own site,"YouTube wants to have half of the featured videos in its trending tab come from streams originating on the company’s own site going forward, according to the latest quarterly letter from chief executive Susan Wojcicki. The letter, directed to YouTube’s users,…",TechCrunch
10,AR will mean dystopia if we don’t act today,The AR industry can avoid the creepy aspects of today’s data collection methods without hindering innovation.,TechCrunch
10,"USV closes on $450M for new funds, adds two partners",USV is expanding its partnership to manage the new funds.,TechCrunch
10,Services really are becoming a bigger part of Apple's business,"We’ve known for a while now that Apple was going to be putting more of an emphasis on services. As the technical leaps from one iPhone/iPad/Mac generation to the next become less dramatic, product revenue has started to shrink; in response, the company is foc…",TechCrunch
13,The curious case of Slack’s missing $162 million,"Slack has filed its S-1 registration statement with the SEC in preparation for its direct listing. One interesting dataset that usually comes out of these S-1s is the company’s actual fundraising history. Slack has raised eight main rounds (series A-H), and 1…",TechCrunch
10,Spot.IM raises $25M to help publishers engage with readers,"Spot.IM announced today that it has raised $25 million in Series D funding. We’ve written about the company’s commenting platform before, but CEO Nadav Shoval said it’s now building a broader “community platform.” That platform goes beyond commenting and mode…",TechCrunch
10,"Apple Q2: iPads up, iPhones down","Today’s big story for Apple revenue was once again focused on services. That’s likely to be the tale for the foreseeable future, as the company continues to pump billions into products offerings like Apple TV+. As predicted, hardware was more of a mixed bag f…",TechCrunch
15,2 People Are Fatally Shot and 4 Are Injured at U.N.C. Charlotte,The Charlotte-Mecklenburg Police Department said that one person was in custody and that it did not believe there were other gunmen.,The New York Times
3,"Venezuelan Opposition Leader Steps Up Pressure, but Maduro Holds On","After Juan Guaidó said rebellion was at hand, supporters clashed with loyalists to the president. By day’s end, Mr. Guaidó fell short of the prize he sought.",The New York Times
3,Mueller Objected to Barr’s Description of Russia Investigation’s Findings,The special counsel laid out his objections in a letter to the attorney general in March.,The New York Times
3,A Princess in a Cage,The survival of Japan’s monarchy rested on her shoulders. No one ever let her forget it.,The New York Times
6,Why Trump Wants to Block Deutsche Bank From Sharing His Financial Records,"President Trump and Deutsche Bank had a long, symbiotic relationship. Now, Mr. Trump is racing to prevent the bank from sharing his financial information with Congress.",The New York Times
9,"In Afghan Blood Sports, the Animals Aren’t the Only Ones Fighting","In Afghanistan, dogfights attract stadium-sized crowds and big purses. Fighting birds and even camels also feed the Afghan love of animal “sports,” although religious leaders decry them as sinful.",The New York Times
9,"The ‘Dumb Choice’ That James Harden, Stephen Curry and the Rest of the N.B.A. Increasingly Avoid: The 2-Point Shot",The unstoppable math of the 3-point shot.,The New York Times
3,Toobin: Mueller obviously had a problem with Barr summary - CNN Video,CNN's Jeffrey Toobin discusses Attorney General William Barr's testimony about special counsel Robert Mueller and whether Mueller had any issue with the four page summary of his report on Russian meddling in the 2016 presidential election.,CNN
3,Two hugely revealing letters from Rosenstein and Mueller,"Shanlon Wu says that Rod Rosenstein's letter of resignation and Robert Mueller's letter expressing concern about Attorney General William Barr's characterizations of the Mueller report show the differences between these pubic servants. More importantly, Barr'…",CNN
3,Live: William Barr hearing on Mueller report - CNNPolitics,Attorney General William Barr asserted to the Senate Judiciary Committee that President Trump was concerned with special counsel Robert Mueller’s potential conflicts of interest when he tried to remove him.,CNN
3,5 key takeaways from William Barr's testimony on the Mueller report,"In the wake of a bombshell revelation that special counsel Robert Mueller took issue with the way William Barr described his Russia probe's findings, the attorney general came to Capitol Hill to testify about his handling of the 448-page Mueller report in fro…",CNN
8,2 Swarthmore fraternities will disband after documents reveal references to 'rape attic' and racist behavior,"Two Swarthmore University fraternity chapters say they are closing their doors in response to allegations of racist, misogynistic and homophobic behavior against past members that emerged in recent weeks.",CNN
3,Mueller revelations turn spotlight on Barr's independence,New questions hang over the integrity and motives of William Barr after it emerged Tuesday night that Robert Mueller expressed concerns about the attorney general's initial letter to Congress summarizing his special counsel report.,CNN
3,William Barr now has to try to defend the indefensible,"Elie Honig says that with the release of Robert Mueller's report, Attorney General William Barr will have to answer publicly for his campaign to distort the special counsel's findings, mislead the public and protect President Donald Trump.",CNN
3,Gavin Williamson sacked over Huawei leak,"UK Defence Secretary Gavin Williamson is sacked over Huawei leak, Downing Street says.",BBC News
7,US judge rules to save Confederate statues,"The controversial statues in Charlottesville are protected by Virginia state law, a judge says.",BBC News
7,Police and protesters clash in Paris May Day rally,Union marches are disrupted as other groups join demonstration and clash with police.,BBC News
3,Barr defends Mueller letter amid furore,The attorney general defends his handling of the special counsel's inquiry on Russia's role in 2016.,BBC News
3,Venezuela's Guaidó calls for new protests,"The opposition leader says the protests will go on ""with more strength than ever"" a day after clashes.",BBC News
1,Museum can keep artwork looted by Nazis,A US judge allows a Madrid museum to keep the painting a Jewish woman was forced to give up in 1939.,BBC News
15,Julian Assange jailed over bail breach,The Wikileaks co-founder is sentenced to 50 weeks after nearly seven years in the Ecuadorian Embassy.,BBC News
9,Caster Semenya loses Cas appeal over new IAAF testosterone rules,Caster Semenya loses her appeal against new rules from athletics' governing body restricting testosterone levels in female runners.,BBC News
9,"NBA rescinds Green, Nene Game 2 technicals",Technical fouls called on Warriors forward Draymond Green and Rockets center Nene on Tuesday night have been rescinded by the NBA.,ESPN
9,Assistant: Miller paid 10K per month to Ayton,"Former Arizona assistant Book Richardson says head coach Sean Miller paid center DeAndre Ayton $10,000 a month to play for the Wildcats.",ESPN
9,Porto goalkeeper Casillas suffers heart attack,Porto goalkeeper Iker Casillas was rushed to hospital on Wednesday after suffering a heart attack during training but is now out of danger.,ESPN
4,McFarland to join Tessitore in MNF booth for '19,Booger McFarland will serve as the lead analyst alongside play-by-play commentator Joe Tessitore when the 50th season of Monday Night Football begins Sept. 9.,ESPN
9,"Source: Raiders' Crowell hurt, done for season","Running back Isaiah Crowell, who signed with the Raiders in March, tore his Achilles tendon and is done for the season, a source told ESPN.",ESPN
9,Harden 'can barely see' after injury to both eyes,"Rockets star James Harden said he ""can barely see"" after getting inadvertently hit in both eyes Tuesday night. Golden State's Steph Curry also briefly left the game when he dislocated the middle finger on his left hand in the first quarter.",ESPN
17,What you need to know about the 2020 ESPN 300 release,"A running back sits in rare company in the release of the ESPN 300, plus other things to know about the 2020 class.",ESPN
10,Facebook updates PyTorch with a focus on production use,"During last year’s F8 developer conference, Facebook announced the 1.0 launch of PyTorch, the company’s open source deep learning platform. At this year’s F8, the company launched version 1.1. The small increase in version numbers belies the importance of thi…",TechCrunch
10,Facebook open-sources Ax and BoTorch to simplify AI model optimization,"At its F8 developer conference, Facebook today launched Ax and BoTorch, two new open-source AI tools. BoTorch, which, as the name implies, is based on PyTorch, is a library for Bayesian optimization. That’s a pretty specialized tool. Ax, on the other hand, is…",TechCrunch
10,"Google now lets you auto-delete your app activity, location and web history","It’s no secret that unless you opt out, Google keeps a very detailed record of your location history and a log of the web sites you visit in Chrome and apps you use. There have always been ways to fully opt out of this or to painstakingly delete these records…",TechCrunch
10,Twitter grilled on policy approach that reinforces misogyny,"Twitter has faced a barrage of awkward questions from the U.K. parliament over its ongoing failure to tackle violent abuse targeted at women.  Katy Minshall, the social media platform’s head of U.K. government public policy, admitted it needs to do more to sa…",TechCrunch
10,"Google launches CallJoy, a virtual customer service phone agent for small businesses","Google is combining several technologies including virtual phone numbers, audio transcriptions, automated reporting and analytics, in a new effort to help small business owners better manage their inbound phone calls. The company’s latest project from its in-…",TechCrunch
10,Showcase your startup -- buy a demo table at TC Sessions: Mobility 2019,"While we haven’t achieved Gene Roddenberry’s vision of the transporter beam (yet), mobility and transportation — and the tech that drives both — are undergoing a huge and rapid evolution. There’s no better place to see, share and learn about these revolutiona…",TechCrunch
10,iPhone hard hit as global smartphone shipments continue nosedive,"The smartphone industry is in rough shape. Sundar Pichai used the word “headwinds” to discuss the company’s difficulties moving Pixel 3 units, but Canalys’ latest report is far more blunt, describing the situation as a “freefall.” Things are pretty ugly in th…",TechCrunch
3,UK plans new law aimed at improving Internet of Things security,The U.K. government is proposing new legislation aimed at improving security of Internet of Things devices. Digital minister Margot James MP revealed the draft law on Wednesday as part of the government’s efforts to protect millions of internet-connected devi…,TechCrunch
10,Netflix launches high-quality audio for TV viewers,"Netflix this morning announced a new feature for its streaming service focused on offering viewers better sound. The company is rolling out “high-quality audio,” or an audio experience that features a higher bitrate for TV devices that support either 5.1 or D…",TechCrunch
10,"Alexa in-skill purchasing, which lets developers make money from voice apps, launches internationally","A year after Amazon opened up in-skill purchasing to all Alexa developers in the U.S., the company is launching the service internationally. Initially, the capability will roll out to developers in the U.K., Germany and Japan, and then developers elsewhere in…",TechCrunch
17,Quiz: How Does Your Diet Contribute to Climate Change?,Food choices come with climate consequences. See how your diet compares with those of other Americans.,The New York Times
7,L.A.’s Elite on Edge as Prosecutors Pursue More Parents in Admissions Scandal,"New parents have been told that they’re under investigation, while others worry that they will be. “This is the only thing they can think about,” one lawyer says.",The New York Times
3,Trump Lashes Out on Twitter Over Firefighters’ Support of Biden,"President Trump unleashed dozens of retweets Wednesday morning, just days after Joseph R. Biden Jr. received the endorsement of the national firefighters’ union in his campaign for president.",The New York Times
14,The Price of This Artist’s Work? A Conversation About the Horrors of War,Ehren Tool wants his visually brutal stoneware cups to start conversations about the grief and suffering of armed conflict. But his work can’t be bought.,The New York Times
3,3 key secrets to building extraordinary teams,"Attorney General William P. Barr is testifying before the Senate Judiciary Committee on Wednesday about his decisions around the report from the special counsel, Robert S. Mueller III.",The New York Times
15,U.N.C. Charlotte Shooting Leaves 2 Dead and 4 Wounded,The Charlotte-Mecklenburg Police Department said a suspect was in custody. The motive for the shooting was unclear.,The New York Times
9,Court Upholds Rules Barring Women With High Testosterone From Track Races,"Most notably affected will be Caster Semenya of South Africa, a two-time Olympic champion at 800 meters, who had challenged the rule.",The New York Times
1,This UNC Charlotte student knocked the shooter off his feet and saved lives,"When a gunman walked into his classroom at the University of North Carolina at Charlotte campus, Riley Howell rushed toward him, police and Howell's family said.",CNN
3,Kamala Harris grills William Barr during Senate hearing  - CNN Video,"During Attorney General William Barr's Senate hearing following the release of the Mueller report, Sen. Kamala Harris (D-CA) asks Attorney General William Barr whether President Trump or anyone in the White House suggested that he open an investigation into a…",CNN
3,Hirono calls Barr a liar and says he should resign,Hawaii Democratic Sen. Mazie Hirono told Attorney General William Barr to his face Wednesday that he should resign and accused the nation's top law enforcement official of lying to Congress.,CNN
12,UK Parliament declares climate emergency,The Welsh and Scottish governments have also declared an emergency - along with dozens of towns and cities.,BBC News
13,US Fed defies Trump and holds interest rates,The central bank has left borrowing costs unchanged despite the president calling for a 1% cut.,BBC News
9,Tua favorite to be 2020 NFL's top draft pick,"Westgate SuperBook has already posted odds for who'll be the NFL's top draft pick in 2020, with three quarterbacks leading the way.",ESPN
13,"Square reports Q1 sales of $489M, up 59%, but net loss widens to $38M","After Square issued weak guidance in Q4, all eyes were on the payments company to see what kind of growth it really had in Q1. Results reported today underscored some of the challenges the company is facing. Square’s adjusted revenues were $489 million, up 59…",TechCrunch
10,Fitbit beats Q1 revenue expectations as smartwatch growth continues,"Fitbit’s financial rebound continued in the first quarter, as the company generated $271.9 million in revenue, beating Wall Street expectations of $259.7 million. The good news is almost exclusively the domain of the company’s increased focus on smartwatches,…",TechCrunch
10,"Final Niantic EC-1 lessons, F8 call, Slack, WeWork, and TED","Live Conference Call: Josh Constine and Frederic Lardinois talk all things F8 in just a bit Facebook’s annual F8 conference is in full swing, with major redesigns of the company’s apps and all sorts of news trickling out of San Jose. We have Josh Constine and…",TechCrunch
13,Job recruitment site Ladders exposed 13 million user profiles,"Ladders, one of the most popular job recruitment sites in the U.S. specializing in high-end jobs, has exposed more than 13.7 million user records, following a security lapse. The New York-based company left an Amazon -hosted Elasticsearch database exposed wit…",TechCrunch
17,Nine lessons on how Niantic reached a $4B valuation,"We’ve captured much of Niantic’s ongoing story in the first three parts of our EC-1, from its beginnings as an “entrepreneurial lab” within Google, to its spin-out as an independent company and the launch of Pokémon GO, to its ongoing focus on becoming a plat…",TechCrunch
13,Madrona Venture Group launches $100M acceleration fund,"Seattle’s Madrona Venture Group has long been one of the most prominent early-stage funds in the backyard of Amazon and Microsoft. Now, however, the firm is starting to look beyond the Pacific Northwest with the launch of its $100 million Acceleration Fund, w…",TechCrunch
15,Tesla sued in wrongful death lawsuit that alleges Autopilot caused crash,"The family of Walter Huang, an Apple engineer who died after his Tesla Model X with Autopilot engaged crashed into a highway median, is suing Tesla. The State of California Department of Transportation is also named in the lawsuit. The wrongful death lawsuit,…",TechCrunch
6,"As Biden Woos Labor, Trump Uses a Twitter Barrage to Stake His Own Claim","A blizzard of tweets by the president suggested he was anxious about Mr. Biden’s appeal with union workers, especially in the Midwest.",The New York Times
3,William Barr Hearing: Major Moments From the Attorney General’s Testimony,The attorney general appeared in front of the Senate Judiciary Committee to answer questions on Robert S. Mueller III’s report for the first time since he made a redacted version of the report public.,The New York Times
6,"The Tax Break Was $260 Million. Benefit to the State Was Tiny: $155,520.",How a lawyer with deep connections to Democratic politicians in New Jersey helped to dole out hundreds of millions of dollars in state tax credits.,The New York Times
2,DOJ lays out case for striking down Obamacare in its entirety,"The Trump administration offered its first full argument Wednesday for its reversal on the Affordable Care Act, arguing in new court filings that the entire law ""should not be allowed to remain in effect.""",CNN
3,Jerry Nadler: William Barr won't testify because he is terrified - CNN Video,"House Judiciary Chairman Jerry Nadler said that Attorney General William Barr is no longer expected to testify before the House Judiciary Committee on Thursday because he is ""terrified.""",CNN
3,"Barr is following the Trump playbook: Deny, deny, deny","In his testimony before the Senate Judiciary Committee, Attorney General William Bar reaffirmed that he is following the President Donald Trump playbook, offering spin and evasion like a man desperate to avoid accountability, writes Michael D'Antonio.",CNN
3,William Barr to skip House hearing Thursday,"Attorney General William Barr is no longer expected to testify before the House Judiciary Committee on Thursday, according to a committee aide.",CNN
4,Can an Art Collective Become the Disney of the Experience Economy?,"Rick Schroder has been arrested for the second time in 30 days for domestic violence, according to the Los Angeles County Sheriff (LACS).",CNN
3,Millions in India in path of huge cyclone,The cyclone is moving towards the northeast coast of India and will make landfall in Bangladesh.,BBC News
2,Primitive humans lived at high altitudes,Scientists find evidence an ancient human species called a Denisovan lived at high altitudes in Tibet.,BBC News
9,Sources: Jasikevicius on Grizzlies' coaching radar,"The Memphis Grizzlies plan to meet with Sarunas Jasikevicius to discuss their coaching vacancy, league sources tell ESPN's Adrian Wojnarowski and Brian Windhorst. Jasikevicius is considered one of the EuroLeague's rising coaching stars.",ESPN
9,Source: Martin likely to Raiders after Crowell loss,"Doug Martin, who led the Raiders with 723 rushing yards last season, is expected to re-sign with the team after Isaiah Crowell suffered a season-ending injury in workouts, a source told ESPN.",ESPN
2,Derby favorite Omaha Beach scratched from race,"Morning-line favorite Omaha Beach has been scratched from Saturday's Kentucky Derby due to an entrapped epiglottis, trainer Richard Mandella said Wednesday.",ESPN
9,Sources: Rockets optimistic about Harden's vision,"The Rockets are optimistic that James Harden, who suffered contusions in both eyes and a laceration on the inside of his left eyelid in Game 2, will not have any more problems with his vision in the Western Conference semifinals, sources told ESPN.",ESPN
11,A 30-mph e-bike to compete with cars in cities? Investors just bet $20 million on it,"Bird and Lime are scooting along, backed by hundreds of millions in venture capital. But there are still plenty of companies hoping to dominate the still-nascent micro mobility market, given what huge financial opportunity it promises. Among them: Bond Mobili…",TechCrunch
10,Facebook pivots to what it wishes it was,"In Facebook’s dreams, it’s a clean and private place. People spend their time having thoughtful discussions in “meaningful” Groups, planning offline meetups with Events, or laughing together in a Facebook Watch party. In reality, Facebook is a cluttered mess …",TechCrunch
10,"Google opens Android Automotive OS to Spotify, other media app developers","Google is opening its Android Automotive operating system up to third-party developers to bring music and other entertainment apps into vehicle infotainment systems, starting with the Polestar 2, an all-electric vehicle developed by Volvo’s standalone electri…",TechCrunch
10,Pluralsight will acquire GitPrime for $170M,"Pluralsight, an online training platform focusing on subjects like web development, IT certification, and security training, announced today that it will acquire GitPrime, a dev team productivity tool, for $170M in cash. GitPrime is like an analytics dashboar…",TechCrunch
4,Epic Games is buying the studio behind Rocket League,"Epic Games is in the process of acquiring the studio behind one of the most popular cross-platform games out there, Rocket League. The studio behind Fortnite is buying Psyonix for an undisclosed sum and bringing its 132 employees onboard. There doesn’t appear…",TechCrunch
4,Fanduel is now charging inactive users $3 per month for not playing,"You expect to lose money gambling, but you don't really expect to lose it abstaining from gambling. But if you're Fanduel user who hasn't made any bets or deposits for two years, the site will now deduct $3 per month until you put some money on the table. You…",TechCrunch
3,Barr Defends Handling of Mueller Report Against Withering Rebukes,"Attorney General William P. Barr faced blistering criticism from Democrats about his characterizations of the Mueller report, but told the Senate Judiciary Committee he had been truthful.",The New York Times
10,Same Pictures. Same Places. 68 Years Apart.,"In iconic locations, we recreated New York Times photos from 1951.",The New York Times
10,"#MeToo Is All Too Real. But to Better Understand It, Turn to Fiction.",A recent wave of remarkably various books reminds us of the kind of touchy ethical explorations the novel makes possible.,The New York Times
15,UNCC police chief on shooting: We're all devastated - CNN Video,"At least two people are dead after a shooting on the campus of the University of North Carolina at Charlotte, authorities said.",CNN
1,'Why UNC Charlotte? Why my classroom?': All-too-familiar shooting scene plays out on last day of classes,"A man armed with a pistol opened fire on the final day of classes at the University of North Carolina at Charlotte, killing two people and leaving four others wounded -- three of them critically, authorities said.",CNN
7,North Carolina has grappled with college shootings and campus threats in the past few years,Tuesday's chaotic scene at the University of North Carolina at Charlotte was a familiar one.,CNN
7,Gunfire at Winston-Salem State University in North Carolina - CNN,"One person died and another was injured in a shooting on the campus of Winston-Salem State University, the school said. Both are believed to be students there.",CNN
3,How renewed US sanctions have hit Iran hard,"Iran's leaders have stayed defiant in the face of the sanctions, but their substantial impact is clear.",BBC News
3,"With Maduro Still in Power, Questions About the U.S. Role in Venezuela","While the Trump administration got off to a sure-footed start, rallying dozens of countries against the Venezuelan leader, critics say its response had become haphazard and chaotic as the crisis has dragged on.",The New York Times
3,Sarah Sanders: Nadler 'incapable' of asking Barr questions - CNN Video,White House press secretary Sarah Sanders said that House Judiciary Chairman Jerry Nadler was 'incapable of holding power' when handling questioning for Attorney General William Barr's scheduled hearing.,CNN
3,"Dems mock Barr with empty chair, chicken","The House Judiciary Committee played to an empty chair on Thursday with a hearing where its witness, Attorney General William Barr, did not appear.",CNN
3,Live: William Barr skips House hearing on the Mueller report - CNNPolitics,House Speaker Nancy Pelosi is holding her weekly news conference after Attorney General William Barr skipped a House committee hearing this morning.,CNN
1,"Family of Chinese student admitted to Stanford paid $6.5 million to Rick Singer, source says","The family of a Chinese student admitted to Stanford University paid $6.5 million to the central figure in the US college admissions scandal, a source with knowledge of the investigation says.",CNN
3,William Barr gave a pathetic performance,Elie Honig says that Attorney General William Barr's performance before the Senate would have been pathetic coming from an ordinary witness -- never mind the chief law enforcement officer of the United States.,CNN
3,Barr ensures Congress can't stop Trump now,Donald Trump was right: He can get away with almost anything -- a factor that is likely to mean an even more unchained presidency over the next 18 months.,CNN
3,Fact check: Did William Barr lie to Congress?,"In light of the March 27 letter that special counsel Robert Mueller sent to Attorney General William Barr, questions are swirling as to whether Barr misled Congress in testimony last month.",CNN
6,Pelosi accuses attorney general of lying,"""He lied to Congress. And if anybody else did that it would be considered a crime,"" Ms Pelosi says.",BBC News
3,Defiant Maduro appears with soldiers,The embattled Venezuelan president is surrounded by soldiers in a televised event.,BBC News
3,Assange 'doesn't consent' to US extradition,The Wikileaks co-founder's extradition hearing relates to the leak of US government secrets.,BBC News
3,US military reports spike in sex assaults,The number of unwanted sexual contacts in the armed forces has risen by 38% in two years.,BBC News
13,Scandinavian hikers murder trial begins,Two dozen people go on trial accused of involvement in the killings of two tourists in Morocco.,BBC News
2,Cruise ship quarantined over measles case,"No-one has been allowed to leave the US ship, which reportedly belongs to the Church of Scientology.",BBC News
3,Ex-CIA agent admits spying for China,Jerry Chun Shing Lee is believed to be linked to the dismantling of a US espionage network.,BBC News
3,Thai king makes bodyguard his queen,The surprise announcement comes days before elaborate coronation ceremonies begin for him.,BBC News
10,DNA tests are catching dog owners who don't pick up poo,Dog owners who don't pick up their pet's poo are being traced through the mess they leave behind.,BBC News
6,"LB Johnson to sign 1-day contract, retire as Chief",Linebacker Derrick Johnson will be the next player to sign a one-day contract and retire as a member of the Kansas City Chiefs.,ESPN
